Country,Region,Energy_Type,Year,Unit,Energy_Production,Energy_Consumption,Energy_Imports,Energy_Exports,Renewable_Percentage,CO2_Emissions_Million_Tons,GDP_Billion_USD,Population_Millions,Energy_Intensity,Annual_Growth_Rate_%
Canada,Oceania,Natural Gas,2023,Terawatt-hours (TWh),29449,7007,1403,17928,20.27,3540.76,22678.76,275.66,285.97,0.56
Canada,Asia,Natural Gas,2020,Terawatt-hours (TWh),1028,43373,11943,12093,38.48,994.96,5602.05,853.85,392.22,7.64
Canada,Europe,Coal,2018,Terawatt-hours (TWh),30887,33618,12497,11314,46.08,4771.92,22240.33,1157.03,350.14,3.29
Canada,Asia,Hydro,2023,Terawatt-hours (TWh),2205,9876,10226,7778,19.37,3548.3,8975.11,1277.44,80.28,7.98
Canada,Oceania,Oil,2017,Terawatt-hours (TWh),15035,23820,14885,3166,32.2,314.07,17454.93,325.1,232.58,0.88
Canada,North America,Solar,2017,Terawatt-hours (TWh),42027,28266,13810,2015,55.88,992.22,20129.57,145.05,234.73,-3.74
Canada,Oceania,Natural Gas,2022,Terawatt-hours (TWh),49277,30354,11451,5998,67.12,2128.11,23460.67,1180.1,288.24,1.63
Canada,Europe,Wind,2024,Terawatt-hours (TWh),22401,21220,2626,11369,34.87,1103.81,5564.22,599.7,197.71,1.78
Canada,North America,Hydro,2020,Terawatt-hours (TWh),12112,34255,3411,5082,25.91,3721.58,23619.51,1158.96,236.42,-1.52
Canada,South America,Hydro,2021,Terawatt-hours (TWh),29057,23207,14365,6572,24.91,1536.73,21787.78,432.14,297.83,8
Canada,North America,Solar,2017,Terawatt-hours (TWh),46860,40502,14282,19836,38.44,1959.09,3601.12,1221.58,123.59,7.9
Canada,Asia,Hydro,2015,Terawatt-hours (TWh),10773,43461,3689,8662,63.25,2821.59,4795.2,529.69,187.71,-2.87
Canada,Europe,Hydro,2024,Terawatt-hours (TWh),17865,24282,14759,10775,47.86,4306.5,2782.32,694.92,346.64,5.8
Canada,Europe,Coal,2020,Terawatt-hours (TWh),47964,14003,7249,4471,68.54,1211.7,16712.18,291.32,355.64,2.78
Canada,Europe,Hydro,2019,Terawatt-hours (TWh),17115,3848,9589,13747,62.31,191.79,13366.8,22.19,359.51,-1.86
Canada,Europe,Hydro,2015,Terawatt-hours (TWh),33456,6663,9098,9369,17.66,3863.42,20296.77,1038.75,72.71,7.04
Canada,South America,Solar,2022,Terawatt-hours (TWh),21145,19790,2974,11631,64.67,2510.48,9153.94,65.3,285.42,8.43
Canada,North America,Oil,2019,Terawatt-hours (TWh),37706,4407,9776,6874,49.69,1102.93,9875.57,915.37,147.03,-0.4
Canada,Asia,Oil,2023,Terawatt-hours (TWh),8934,45525,9222,12667,61.73,708.5,12763.07,1181.02,126.82,-0.08
Canada,North America,Nuclear,2023,Terawatt-hours (TWh),45985,23468,2481,13414,66.46,1435.48,18438.27,1247.13,179.8,6.62
Canada,South America,Solar,2024,Terawatt-hours (TWh),12569,35187,13345,2263,35.06,3981.46,6890.09,40.89,162.24,-1.51
Canada,Asia,Wind,2016,Terawatt-hours (TWh),7892,41090,6249,17218,48.47,2927.98,8257.3,394.63,208.26,3.92
Canada,North America,Oil,2020,Terawatt-hours (TWh),11194,22453,12101,14705,26.42,3091.11,9716.41,1250.26,287.1,9.31
Canada,North America,Natural Gas,2015,Terawatt-hours (TWh),6278,31803,14562,13947,21.13,3032.49,2091.37,278.02,292.31,-3.25
Canada,Asia,Coal,2019,Terawatt-hours (TWh),30333,21815,9176,10111,67.05,2240.57,3116.64,646.58,53.7,-3.28
Canada,South America,Hydro,2021,Terawatt-hours (TWh),4409,17911,6423,16389,13.41,2986.41,6169.86,541.62,213.01,-1.79
Canada,Asia,Coal,2017,Terawatt-hours (TWh),40826,2806,1454,11304,30.69,3236.48,21790.54,529.36,202.03,7.75
Canada,Asia,Solar,2016,Terawatt-hours (TWh),13342,10411,9554,9254,18.9,488.17,18508.37,859.09,79.22,0.08
Canada,Africa,Nuclear,2018,Terawatt-hours (TWh),46715,41555,5956,9668,51.15,4125.41,10260.35,1263.17,186.26,3.45
Canada,Africa,Solar,2022,Terawatt-hours (TWh),44791,34840,3334,19375,16.28,3723.45,20579.14,661.98,351.41,-1.66
Canada,Oceania,Solar,2022,Terawatt-hours (TWh),11869,50502,1620,18017,30.63,4984.96,11163.14,1334.2,354.95,-3.42
Canada,Asia,Solar,2019,Terawatt-hours (TWh),13718,4006,12536,13855,58,2000.98,15722.74,594.77,86.82,3.75
Canada,Africa,Coal,2018,Terawatt-hours (TWh),915,35593,4893,772,64.37,3404.8,17779.1,297.05,98.15,-2.8
Canada,Africa,Solar,2017,Terawatt-hours (TWh),43361,7244,3735,17702,31.95,1368.83,22627.73,877.51,97.37,1.98
Canada,Asia,Hydro,2016,Terawatt-hours (TWh),33294,50264,11766,11990,53.71,1594.48,22401.62,563.17,167.83,4.66
Canada,Asia,Hydro,2022,Terawatt-hours (TWh),26750,23731,11443,7398,18.85,680.14,19347.37,171.04,390.01,3.2
Canada,Asia,Wind,2020,Terawatt-hours (TWh),24815,25530,11501,11944,46.68,354.3,22694.48,252.02,216.2,0.77
Canada,Europe,Nuclear,2020,Terawatt-hours (TWh),7988,30625,3345,5930,31.79,2226.24,12889.73,1096.99,126.38,-2.18
Canada,Oceania,Wind,2022,Terawatt-hours (TWh),16270,12548,7741,4738,17.49,798.12,8666.89,1340.22,293.52,0.31
Canada,Oceania,Coal,2021,Terawatt-hours (TWh),11543,16621,1268,5181,69.56,4977.89,14984.7,278.93,195.62,4.01
Canada,North America,Hydro,2020,Terawatt-hours (TWh),29518,27561,8319,10618,32.18,2392.64,17930.19,1176.06,333.82,3.17
Canada,North America,Coal,2016,Terawatt-hours (TWh),41235,29630,2244,16486,37.57,1058.87,10191.3,105.91,215.07,3.35
Canada,Oceania,Coal,2017,Terawatt-hours (TWh),35430,40559,11755,4912,12.5,2657.38,2410.23,332.86,275.79,-2.91
Canada,Africa,Nuclear,2018,Terawatt-hours (TWh),14413,23907,5366,4908,55.18,3028.15,16142.41,1454.23,244.2,5.73
Canada,Europe,Hydro,2019,Terawatt-hours (TWh),1464,50951,13025,3691,54.36,1796.47,22737.96,1446.38,282.01,-4.83
Canada,South America,Hydro,2015,Terawatt-hours (TWh),43870,50104,5732,7184,21.63,4673.42,20751.15,1102.56,391.97,-4.04
Canada,South America,Solar,2019,Terawatt-hours (TWh),20743,3856,10667,8091,42.16,3655.22,4111.28,954.51,162.06,8.83
Canada,North America,Wind,2021,Terawatt-hours (TWh),18689,16139,4968,3679,67.75,2641.07,6333.54,1435,218.08,1.1
Canada,Oceania,Wind,2015,Terawatt-hours (TWh),32549,3204,4482,4378,40.26,2690.94,17235.62,476.87,77.72,0.41
Canada,Africa,Coal,2023,Terawatt-hours (TWh),29354,34373,11166,18264,55.82,4941.14,19434.02,1293.71,147.8,6.13
Canada,South America,Coal,2019,Terawatt-hours (TWh),15975,37055,6700,8542,10.75,1687.1,1443.32,113.93,148.11,2.12
Canada,Oceania,Nuclear,2015,Terawatt-hours (TWh),46753,10441,13452,14110,11.24,1221.46,9642.42,1285.7,355.62,-4.57
Canada,Europe,Natural Gas,2015,Terawatt-hours (TWh),48078,32116,13727,1411,20.11,1313.02,17593.64,1232.1,113.88,4.78
Canada,Europe,Hydro,2024,Terawatt-hours (TWh),49491,25931,6165,14658,46.75,2093.28,3957.72,1323.5,219.4,-3.91
Canada,Africa,Oil,2016,Terawatt-hours (TWh),3913,1655,3424,1962,42.73,1399.87,11934.76,1072.64,350.34,-1.38
Canada,North America,Natural Gas,2022,Terawatt-hours (TWh),13638,21870,7639,19330,12.46,385.09,13474.23,1315.21,241.24,2.99
Canada,South America,Wind,2016,Terawatt-hours (TWh),11145,47725,14362,19449,40.33,3270.56,5071.45,766.35,162.1,-3.51
Canada,Oceania,Wind,2024,Terawatt-hours (TWh),24986,5383,11109,679,35.19,4394.23,11048.91,790.84,178.07,8.5
Canada,South America,Natural Gas,2022,Terawatt-hours (TWh),22071,11167,9414,12445,37.85,3829.79,22985.1,505.34,368.98,7.67
Canada,Oceania,Coal,2016,Terawatt-hours (TWh),44025,1241,10998,1862,38.89,471.99,6028.37,86.85,88.73,1.44
Canada,North America,Nuclear,2020,Terawatt-hours (TWh),3476,31195,5305,8013,62.21,2871.92,16061.17,957.85,202.43,6.09
Canada,Africa,Natural Gas,2024,Terawatt-hours (TWh),36767,46798,513,4205,27.97,4874.38,15614.42,41.63,254.67,2.99
Canada,North America,Coal,2020,Terawatt-hours (TWh),30133,45239,3803,10046,33.28,4039.8,5450.5,749.44,91.59,6.59
Canada,Africa,Oil,2020,Terawatt-hours (TWh),27600,50652,2529,17077,39.57,2102.56,1923.44,1378.4,116.24,0.43
Canada,Oceania,Solar,2022,Terawatt-hours (TWh),36015,28273,7601,11051,67.61,2596.3,7874.86,1207.04,352.69,9.09
Canada,North America,Wind,2023,Terawatt-hours (TWh),18298,1859,9992,8461,13.57,2137.56,8870.47,849.46,213.65,6.76
Canada,Asia,Solar,2018,Terawatt-hours (TWh),27886,2321,2931,18604,64.53,675.06,13304.92,940.84,113.33,-1.94
Canada,South America,Coal,2023,Terawatt-hours (TWh),35486,41798,14094,5613,46.27,944.37,15027.2,716.91,385.17,-2.79
Canada,Asia,Wind,2022,Terawatt-hours (TWh),41504,4321,3958,14379,40.41,4179.22,10241.05,347.73,59.01,4.83
Canada,Europe,Natural Gas,2017,Terawatt-hours (TWh),4924,35244,2184,13674,22.71,3413.28,7208.63,725.18,188.09,-1.98
Canada,Europe,Coal,2019,Terawatt-hours (TWh),27363,17220,14052,10752,5.78,1606.54,18595.78,710.77,193.55,7.09
Canada,South America,Solar,2021,Terawatt-hours (TWh),8194,17457,11238,16325,36.6,2563.92,19353.73,1085.62,90.28,-1.48
Canada,Africa,Oil,2021,Terawatt-hours (TWh),43831,21649,12612,4489,25.8,4774.23,22176.38,113.8,54.9,-0.81
Canada,Oceania,Hydro,2017,Terawatt-hours (TWh),30181,20098,1085,13256,45.89,458.96,16664.04,215.29,91.97,9.38
Canada,Europe,Oil,2020,Terawatt-hours (TWh),3199,32235,2295,17915,22.19,1932.83,17168.68,543.57,378.59,9.02
Canada,Oceania,Solar,2018,Terawatt-hours (TWh),24355,1450,12324,710,22.66,911.83,24407.69,26.49,147.12,5.84
Canada,Europe,Wind,2021,Terawatt-hours (TWh),1865,49155,6751,16371,65.39,3054.09,1881.75,276.39,149.65,9.59
Canada,Africa,Nuclear,2021,Terawatt-hours (TWh),25274,30368,9631,14270,13.57,2542.29,10765.59,1138.66,53.57,-2.13
Canada,Europe,Oil,2022,Terawatt-hours (TWh),3322,3326,2668,15355,22.15,1067.19,75.26,1450.84,240.7,6.6
Canada,Asia,Hydro,2020,Terawatt-hours (TWh),13769,23809,7249,9406,54.28,1371.4,18883.76,24.78,371.07,-4.67
Canada,Oceania,Oil,2018,Terawatt-hours (TWh),19065,15977,12650,434,11.53,3166.27,2180.31,1078.51,354.52,1.27
Canada,Africa,Oil,2023,Terawatt-hours (TWh),49333,2101,789,1942,11.33,4762.66,17005.06,547.49,386.38,1.44
Canada,Asia,Hydro,2020,Terawatt-hours (TWh),818,33158,4194,11532,26.02,3834.36,2265.44,856.18,313.47,2.93
Canada,North America,Coal,2017,Terawatt-hours (TWh),21991,21243,232,2783,41.07,589.35,9810.18,559.77,366.59,8.28
Canada,Asia,Coal,2021,Terawatt-hours (TWh),42680,49010,11798,3938,35.52,2456.73,11988.7,336.09,104.88,6.48
Canada,Africa,Solar,2024,Terawatt-hours (TWh),40754,39239,7940,10523,67.85,2278.78,15596.14,1229.99,354.39,0.36
Canada,Oceania,Natural Gas,2024,Terawatt-hours (TWh),39290,28836,7963,15872,27.82,910.7,5791.64,92.89,390.8,3.65
Canada,South America,Oil,2021,Terawatt-hours (TWh),1876,30777,14033,13078,42.32,4408.09,9717.89,176.9,143.26,-4.51
Canada,South America,Oil,2023,Terawatt-hours (TWh),3346,33548,2390,9567,20.62,273.52,13972.12,1271.51,93.41,-3.89
Canada,South America,Wind,2021,Terawatt-hours (TWh),3822,3972,5383,19114,39.85,3805.32,12096.46,173.08,360.55,3.79
Canada,Europe,Natural Gas,2021,Terawatt-hours (TWh),16508,39146,7470,5419,20.83,2381.93,21734.56,96.78,89.38,-1.97
Canada,North America,Nuclear,2021,Terawatt-hours (TWh),12966,22642,7632,14429,62.01,1722.97,2870.03,942.55,240.85,1.44
Canada,North America,Natural Gas,2023,Terawatt-hours (TWh),9685,2621,2569,7589,34.89,4677.16,22218.73,1004.13,352.27,6.56
Canada,Europe,Oil,2020,Terawatt-hours (TWh),25335,50826,12614,7151,17.21,455.72,18245.99,435.77,264.86,0.15
Canada,Asia,Oil,2023,Terawatt-hours (TWh),44101,41002,4887,9078,6.68,1681.68,1426.05,1054.05,114.88,3.22
Canada,Oceania,Natural Gas,2023,Terawatt-hours (TWh),29885,3606,11252,43,66.86,4218.46,2969.57,875.5,304.07,4.15
Canada,Africa,Oil,2023,Terawatt-hours (TWh),38760,42872,9638,4705,33.46,3157.57,10721.85,873.97,211.84,7.93
Canada,Europe,Natural Gas,2023,Terawatt-hours (TWh),49062,13330,1371,18272,48.63,2935.06,8527.11,428.87,182.6,4.61
Canada,Europe,Oil,2020,Terawatt-hours (TWh),27169,28414,1874,16012,62.9,3197.7,24417.8,243.43,277.99,-1.12
Canada,North America,Wind,2018,Terawatt-hours (TWh),4062,27152,1142,6842,29.51,3669.09,11675.14,1037.74,124.71,0.39
Canada,North America,Solar,2024,Terawatt-hours (TWh),28643,44447,5306,8179,16.58,4071,9995.21,107.36,227.79,-2.69
Canada,Asia,Solar,2020,Terawatt-hours (TWh),32555,21453,11315,10145,18.69,2618.58,14543.9,1163.1,147.89,6.38
Canada,North America,Coal,2020,Terawatt-hours (TWh),47314,42747,9836,15098,11.64,4212.84,5234.65,1133.73,116.54,2.49
Canada,Europe,Wind,2023,Terawatt-hours (TWh),18907,20256,5403,14826,66.58,1867.62,8273.02,952.75,259.63,4.68
Canada,North America,Hydro,2022,Terawatt-hours (TWh),46971,48911,4942,11327,9.6,341.34,6531.02,300.1,359.35,2.85
Canada,Asia,Oil,2021,Terawatt-hours (TWh),33424,36259,7345,1653,56.68,3665.59,4225.7,1386.46,135.74,5.45
Canada,Africa,Wind,2021,Terawatt-hours (TWh),17841,41395,4171,8230,38.23,4676.41,21659.99,887.51,201.25,-0.28
Canada,Oceania,Nuclear,2024,Terawatt-hours (TWh),17137,49579,12574,17999,34.13,3056.7,12432.86,1474.92,370.47,-0.34
Canada,South America,Natural Gas,2018,Terawatt-hours (TWh),24377,27328,741,14610,6.18,978,19650.55,1003.71,93.26,-2.25
Canada,Asia,Hydro,2024,Terawatt-hours (TWh),40773,7309,9922,7321,64.84,3509.58,14206.57,788.3,187.6,-4.83
Canada,Asia,Wind,2020,Terawatt-hours (TWh),20084,49064,5349,4587,37.83,4603.02,6314.29,653.94,336.85,-2.77
Canada,Africa,Coal,2020,Terawatt-hours (TWh),49652,34615,2218,9982,43.33,1999.37,20850.12,655.26,262.54,0.69
Canada,North America,Solar,2021,Terawatt-hours (TWh),13294,4065,12819,584,41.93,838.37,14126.81,1283.05,180.63,3.98
Canada,Europe,Coal,2021,Terawatt-hours (TWh),4365,49995,14149,10914,67.13,1545.43,15436.15,703.67,159.01,8.66
Canada,Europe,Oil,2022,Terawatt-hours (TWh),35427,51493,13529,12869,44.96,1322.56,5493.35,1062.16,308.05,-0.6
Canada,North America,Oil,2016,Terawatt-hours (TWh),13322,20094,1277,12058,47.75,2768.37,21057.54,230.72,122.56,1.45
Canada,Oceania,Solar,2023,Terawatt-hours (TWh),30570,8663,3043,11017,53.81,3694.86,3939.33,364.62,183.77,3.88
Canada,North America,Coal,2018,Terawatt-hours (TWh),7635,8472,11364,17625,53.47,2600.72,14800.63,948.28,309.07,2.73
Canada,South America,Hydro,2015,Terawatt-hours (TWh),34057,51250,5860,12330,36.23,3936.12,6691.23,76.43,185.09,7.55
Canada,Africa,Coal,2021,Terawatt-hours (TWh),46655,44276,7057,3261,56.05,1264.87,17667.48,1291.68,233.88,1.74
Canada,North America,Wind,2024,Terawatt-hours (TWh),39941,40530,8369,12329,7,3375.02,5480.99,1195.08,301.77,0.83
Canada,South America,Hydro,2024,Terawatt-hours (TWh),43247,50663,11277,9212,24.63,2691.85,10413.31,799.11,94.98,-3.7
Canada,North America,Wind,2019,Terawatt-hours (TWh),6457,34040,14836,15214,40.09,1576.08,19531.34,1120.37,114.68,-4.5
Canada,North America,Oil,2022,Terawatt-hours (TWh),48243,8115,2545,9219,53.5,4619.09,24115.75,522.19,177.72,7.87
Canada,Africa,Oil,2017,Terawatt-hours (TWh),25217,19468,13199,19933,32.88,60.02,18883.27,982.6,63.39,5.6
Canada,Africa,Nuclear,2022,Terawatt-hours (TWh),33935,15284,11368,5017,40.72,2786.96,1615.02,461.28,180.1,9.13
Canada,Europe,Solar,2020,Terawatt-hours (TWh),27283,48082,8186,7942,10.62,4288.76,19692.02,946.87,183.79,6.84
Canada,South America,Wind,2020,Terawatt-hours (TWh),10557,43336,9281,2428,39.15,4025.35,15230.43,212.05,250.78,-1.71
Canada,Europe,Nuclear,2023,Terawatt-hours (TWh),33969,11913,10011,2369,42.66,4934.33,17921.12,101.76,85.34,-0.4
Canada,Oceania,Oil,2023,Terawatt-hours (TWh),42642,19351,7720,2589,59.46,3555.45,2344.44,1144.93,253.34,1.2
Canada,Asia,Coal,2016,Terawatt-hours (TWh),45818,15144,9700,16456,63.04,1286.54,2112.56,1131.3,71.46,7.65
Canada,Oceania,Hydro,2015,Terawatt-hours (TWh),41022,30558,238,8602,47.08,4306.72,2075.19,188.25,81.87,1.62
Canada,Oceania,Nuclear,2018,Terawatt-hours (TWh),31197,3469,768,18203,69.06,897.28,20910.44,411.92,348.96,-0.31
Canada,South America,Oil,2021,Terawatt-hours (TWh),14886,21807,8391,4344,34.23,3759.27,7285.97,235.18,322.62,1.69
Canada,North America,Wind,2017,Terawatt-hours (TWh),15816,33414,8369,13754,6.51,4352.8,15643.56,857.11,341.69,-2.61
Canada,Africa,Oil,2020,Terawatt-hours (TWh),28692,12037,2036,8878,20.81,3926.02,4574.88,699.38,104.03,-1.81
Canada,Oceania,Solar,2016,Terawatt-hours (TWh),11825,9012,9677,4610,52.94,4863.16,6193.16,1488.78,297.04,3.6
Canada,Asia,Oil,2015,Terawatt-hours (TWh),4146,12421,5812,13926,39.18,4912.37,21708.81,862.89,296.05,3.85
Canada,Europe,Wind,2016,Terawatt-hours (TWh),38524,30828,4387,14743,41.62,1328.01,9484.3,26.9,397.26,3.58
Canada,Africa,Oil,2022,Terawatt-hours (TWh),49601,29471,2932,7578,66.33,1194.02,6884.24,766.42,384.65,5.39
Canada,Africa,Nuclear,2018,Terawatt-hours (TWh),39041,25396,12881,10259,6.23,4797.14,4379.71,197.82,166.65,-4.5
Canada,Africa,Coal,2015,Terawatt-hours (TWh),6944,5087,11086,10473,19.41,2413.28,24121.29,415.73,388.51,0.2
Canada,Europe,Solar,2022,Terawatt-hours (TWh),25560,21523,13453,36,66.96,1878.07,14347.16,136.68,267.74,0.7
Canada,Europe,Oil,2019,Terawatt-hours (TWh),15968,41593,14843,252,39.41,1142.38,19192.28,785.17,251.77,-2.79
Canada,Africa,Wind,2015,Terawatt-hours (TWh),7546,9524,14825,19670,25.34,3737.09,10150.26,43.15,107.39,0.23
Canada,Europe,Nuclear,2016,Terawatt-hours (TWh),45724,37563,11140,996,36.27,488.3,14096.91,1008.96,53.41,3.34
Canada,Asia,Nuclear,2019,Terawatt-hours (TWh),24894,8354,12863,18564,5.23,1320.67,11353.75,1289.78,324.15,0.24
Canada,Europe,Nuclear,2018,Terawatt-hours (TWh),2242,6070,5635,7097,7.04,3942.93,9496.59,1102.81,399.05,3.07
Canada,Oceania,Oil,2015,Terawatt-hours (TWh),38988,43858,4664,19946,31.85,1500.31,20547.8,717.63,227.84,6.25
Canada,Europe,Natural Gas,2015,Terawatt-hours (TWh),6085,11156,6343,13464,33.65,4793.78,22481.11,957.04,133.35,-0.65
Canada,Europe,Hydro,2019,Terawatt-hours (TWh),44741,38244,1839,14012,16.78,635.64,24272.18,1173.49,243.71,5.15
Canada,North America,Oil,2021,Terawatt-hours (TWh),2134,27722,7675,6279,60.13,1224.11,12686.38,869.89,297.17,4.81
Canada,Europe,Oil,2016,Terawatt-hours (TWh),1567,15571,10664,3627,36.94,1338.8,21325.59,1434.32,169.95,-4.07
Canada,South America,Wind,2022,Terawatt-hours (TWh),39706,5566,2686,2548,22.14,1031.37,704.42,173.47,399.57,2.02
Canada,Asia,Hydro,2022,Terawatt-hours (TWh),20886,31485,8629,19904,32.22,1707.08,12404.9,1006.05,263.26,-4.56
Canada,Europe,Oil,2021,Terawatt-hours (TWh),11632,43404,13763,4767,13.7,2121.08,2053.69,51.02,277.57,3.41
Canada,Africa,Wind,2018,Terawatt-hours (TWh),36425,25448,4738,9608,21.6,3540.4,23376.48,123.45,162.73,3.74
Canada,Africa,Solar,2017,Terawatt-hours (TWh),5956,4577,4652,8996,40.12,1027.86,22964.11,378.11,258.34,4.2
Canada,Africa,Nuclear,2015,Terawatt-hours (TWh),43573,6946,10070,16442,9.87,2946.75,4501.54,927.94,160.17,-1.64
Canada,Oceania,Natural Gas,2016,Terawatt-hours (TWh),582,29343,11706,13502,45.48,4850.66,22754.5,446.29,60.64,-4.42
Canada,Europe,Wind,2016,Terawatt-hours (TWh),20140,33186,4661,2484,36.9,1286.29,8987.07,243.5,103.84,8.88
Canada,Europe,Natural Gas,2021,Terawatt-hours (TWh),12301,11653,12658,2462,46.7,2352.37,3722.26,67.48,51.31,8.84
Canada,South America,Wind,2021,Terawatt-hours (TWh),28730,40012,12428,6287,61.95,2742.64,6883.88,300.42,306.65,5.23
Canada,Africa,Oil,2015,Terawatt-hours (TWh),32694,47322,11206,11135,31.94,825.83,24915.74,905.14,373.16,-1.61
Canada,South America,Solar,2021,Terawatt-hours (TWh),19907,21624,5471,4736,19.31,1422.98,2826.58,1043.7,51.22,8.65
Canada,Europe,Wind,2024,Terawatt-hours (TWh),4723,46822,10397,1531,40.11,1607.05,13999.26,783.85,103.61,2.68
Canada,Asia,Nuclear,2018,Terawatt-hours (TWh),37124,3328,1505,15204,31.57,1618.14,12947.35,1411.42,95.32,5.49
Canada,Europe,Wind,2023,Terawatt-hours (TWh),28031,16436,3047,16203,12.4,403.42,9863.18,1008.52,245.01,9.07
Canada,North America,Hydro,2023,Terawatt-hours (TWh),33312,25577,1546,13376,62.75,2853.72,1327.28,898.24,92.79,1.13
Canada,Asia,Coal,2023,Terawatt-hours (TWh),18140,20849,11351,7246,64.63,2331.94,20988.01,454.39,369.77,-4.7
Canada,Africa,Coal,2021,Terawatt-hours (TWh),36508,481,8460,9380,26.12,4889.18,14991.9,9.14,254.95,7.46
Canada,Asia,Nuclear,2022,Terawatt-hours (TWh),44371,4297,4957,10440,50.67,3838.63,13773.9,284.79,130.45,-3.63
Canada,North America,Nuclear,2015,Terawatt-hours (TWh),6953,15744,13353,1455,65.09,2579.38,11097.44,533.43,92.58,5.74
Canada,Asia,Solar,2022,Terawatt-hours (TWh),11593,46042,14925,10621,6.61,1698.64,14476.26,1343.98,270.61,-0.9
Canada,Oceania,Hydro,2023,Terawatt-hours (TWh),32521,17526,9589,18589,12.63,2414.17,10013.11,1155.62,203.8,-0.14
Canada,North America,Oil,2016,Terawatt-hours (TWh),1372,13275,10410,1139,57.04,1844.22,6068.61,530.32,88.92,2.31
Canada,Europe,Wind,2015,Terawatt-hours (TWh),40963,2947,685,4462,8.77,953.23,15711.8,171.23,142.3,9.91
Canada,North America,Coal,2024,Terawatt-hours (TWh),39139,980,14094,7155,35.15,4531.57,18301.11,1487.82,217.33,6.74
Canada,Europe,Solar,2017,Terawatt-hours (TWh),48437,43794,4635,16449,18.95,3514.85,2911.26,182.98,259.12,6.09
Canada,North America,Nuclear,2021,Terawatt-hours (TWh),34570,23468,8679,13369,32.06,1515.9,737.53,1296.83,161.62,0.55
Canada,Europe,Solar,2022,Terawatt-hours (TWh),17116,12373,5093,12880,9.48,1527.6,1110.73,772.63,135.5,0.44
Canada,Oceania,Natural Gas,2023,Terawatt-hours (TWh),22121,38519,12392,12801,31.36,4950.22,10168.46,818.03,234.75,7.16
Canada,Asia,Oil,2018,Terawatt-hours (TWh),44438,33664,11251,16348,56.85,3164.41,23654.41,1167.7,184.9,0.92
Canada,Africa,Natural Gas,2018,Terawatt-hours (TWh),25492,6310,12936,1510,56.78,2014.77,1307.34,884.69,83.25,-4.12
Canada,Africa,Hydro,2020,Terawatt-hours (TWh),4867,976,874,3506,61.61,2800.55,4315.65,933.35,318.05,0.36
China,Africa,Hydro,2019,Terawatt-hours (TWh),29148,28631,3891,1439,30.05,2962.07,12004.81,371.41,68.14,8.91
China,Africa,Wind,2018,Terawatt-hours (TWh),22459,24081,5229,5510,51.86,203.41,9747.65,839.92,296.58,0.47
China,South America,Wind,2022,Terawatt-hours (TWh),42735,46256,13413,141,63.71,4946.39,4988.04,1061.02,399.68,-1.01
China,North America,Hydro,2018,Terawatt-hours (TWh),31369,39807,12148,8687,21.99,4270.01,24368.36,1347.58,53.02,6.03
China,Oceania,Oil,2021,Terawatt-hours (TWh),21447,27399,4587,2427,62.86,426.16,19054.08,292.2,326.88,-2.82
China,Asia,Natural Gas,2019,Terawatt-hours (TWh),28930,37220,1351,8116,37.66,840.79,23758.65,614.06,115.59,5.43
China,South America,Hydro,2018,Terawatt-hours (TWh),36692,34946,10030,19642,48.88,4309.23,17241.43,230.28,136.97,9.66
China,Europe,Oil,2015,Terawatt-hours (TWh),24324,26869,10589,2606,18.36,567.04,15489.73,485.02,174.25,6.1
China,Asia,Oil,2021,Terawatt-hours (TWh),27826,5892,598,3374,18.49,1123.52,4453.64,704.99,380.02,5.74
China,Africa,Wind,2017,Terawatt-hours (TWh),6488,44455,13207,9229,64.34,3896.22,9564.74,1268.82,155.08,-0.05
China,North America,Wind,2023,Terawatt-hours (TWh),40181,28802,1951,5775,66.83,453.23,274.01,1141.03,57.28,-3.86
China,South America,Nuclear,2024,Terawatt-hours (TWh),46298,30919,8199,8507,16.55,3440.59,1238.42,171.58,262.98,7.97
China,South America,Solar,2017,Terawatt-hours (TWh),30263,2797,5324,9740,62.81,831.19,5736.37,725.74,334.33,2
China,South America,Natural Gas,2022,Terawatt-hours (TWh),35123,10633,11718,7315,38.06,3676.19,16389.73,201.11,113.55,-4.45
China,Europe,Oil,2021,Terawatt-hours (TWh),48331,14571,1205,15746,19.72,2371.04,6035.86,236.4,378.16,2.43
China,Europe,Wind,2022,Terawatt-hours (TWh),39029,21707,6780,18537,26.75,4819.98,15890.61,1414.32,64.28,0.09
China,Africa,Natural Gas,2020,Terawatt-hours (TWh),13231,8397,4759,18121,12.35,4200.28,16068.84,1085.22,312.07,2.01
China,Oceania,Oil,2019,Terawatt-hours (TWh),49024,23570,3349,3477,59.65,4071.97,3489.12,544.77,333.87,9.55
China,Africa,Wind,2017,Terawatt-hours (TWh),24541,21382,12804,12939,23.63,3746.08,19357.57,473.86,275.73,1.08
China,Europe,Natural Gas,2016,Terawatt-hours (TWh),3090,27285,11460,18022,22.28,2106.18,9029.53,521.29,54.13,0.35
China,Oceania,Coal,2021,Terawatt-hours (TWh),36889,18384,941,5056,25.99,1031.9,2191.12,677.97,353.95,3.29
China,Europe,Nuclear,2017,Terawatt-hours (TWh),3852,13135,8732,11129,31.81,1618.6,8512.32,994.81,360.54,1.12
China,Asia,Nuclear,2018,Terawatt-hours (TWh),18562,19017,10872,7057,51.12,2608.56,12749.91,58.09,206.2,6.36
